V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Tenure_codelist,Tenure,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
2.342923529,2.344872642,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,65-74,,All adults
4.312252915,1.71286052,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,65-74,,All adults
5.089434502,2.199343712,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,65-74,,All adults
2.755272323,0.825795631,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,75+,,All adults
7.895873316,5.739400248,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,75+,,All adults
4.344211144,2.805936408,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,75+,,All adults
3.222134336,3.218234219,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,75+,,All adults
17.32563029,8.076477858,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,16-24,,Female
26.27556986,7.736734684,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,16-24,,Female
25.21473937,6.18010088,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,16-24,,Female
22.62670762,9.724001788,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,16-24,,Female
5.531019811,0.88310368,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,16+,,Female
18.36254482,3.24538116,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,16+,,Female
16.17379495,2.10491817,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,16+,,Female
13.50728827,2.501038874,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,16+,,Female
6.540725441,2.394280562,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,25-34,,Female
13.43953805,3.738976897,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,25-34,,Female
14.17721266,3.116091706,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,25-34,,Female
15.84258873,5.653514707,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,25-34,,Female
8.094783594,3.42270032,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,35-44,,Female
31.2422919,11.34701951,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,35-44,,Female
22.11550392,6.824148799,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,35-44,,Female
10.48889589,5.572553941,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,35-44,,Female
2.35778051,0.797631428,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,45-54,,Female
2.604658806,1.963932706,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,45-54,,Female
11.23363131,3.73472445,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,45-54,,Female
16.30185338,5.78837813,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,45-54,,Female
3.108246102,1.145344695,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,55-64,,Female
4.122473163,4.116703748,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,55-64,,Female
8.476173557,4.474447664,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,55-64,,Female
11.29092089,6.85328243,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,55-64,,Female
4.973166545,1.483573165,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,65-74,,Female
4.759085829,4.759576174,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,65-74,,Female
6.328978451,2.916856021,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,65-74,,Female
6.896565184,3.576609602,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,65-74,,Female
4.565862348,1.43392859,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,75+,,Female
13.61535326,9.891072188,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,75+,,Female
7.219143403,4.65748572,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,75+,,Female
5.293798101,5.280715382,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,75+,,Female
18.19240971,7.199551165,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,16-24,,Male
16.97971222,6.298048875,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,16-24,,Male
14.57945302,4.893000204,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,16-24,,Male
7.550285442,5.341985583,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,16-24,,Male
4.504140972,0.838884139,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,16+,,Male
10.5612427,2.366207847,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,16+,,Male
9.681587119,1.792590468,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,16+,,Male
8.176712866,2.681861359,2454,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,16+,,Male
5.632119877,2.530962041,988,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,25-34,,Male
11.5036793,3.81080011,952,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,25-34,,Male
10.41235153,3.33116669,1265,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,25-34,,Male
6.845336766,6.845339961,313,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,25-34,,Male
1.25621592,0.824063033,1610,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,35-44,,Male
3.041157765,1.549458533,684,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,35-44,,Male
7.529313288,4.353480033,1058,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,35-44,,Male
16.20767209,12.38477104,374,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,35-44,,Male
6.612859369,2.128659094,2031,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,45-54,,Male
7.505349099,6.206015582,460,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,45-54,,Male
6.654906396,3.590636632,888,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,45-54,,Male
5.767094871,3.431508109,428,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,45-54,,Male
2.083410084,1.501878019,2012,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,55-64,,Male
10.35052138,6.510525455,265,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,55-64,,Male
12.36414624,4.748482834,687,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,55-64,,Male
13.82313758,6.696145349,422,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,55-64,,Male
3.421822618,1.562204369,2116,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,65-74,,Male
0,0,172,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,65-74,,Male
2.086627991,1.60964962,574,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,65-74,,Male
2.990322085,2.305628311,402,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,65-74,,Male
0.478825923,0.478811676,1514,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Theft from the person,,75+,,Male
0,0,93,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Theft from the person,,75+,,Male
0,0,381,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Theft from the person,,75+,,Male
0,0,288,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Theft from the person,,75+,,Male
39.13249424,8.155572968,775,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,16-24,,All adults
55.72566568,8.479601015,1220,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,16-24,,All adults
49.91003913,6.846657896,1769,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,16-24,,All adults
34.37428038,10.78431102,549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,16-24,,All adults
16.83473761,1.105753347,22626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,16+,,All adults
34.95703916,3.238495312,6626,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,16+,,All adults
30.40288009,2.243834113,12566,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,16+,,All adults
23.8595691,2.817444668,5940,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,16+,,All adults
26.74975948,3.665972848,2206,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,25-34,,All adults
28.09194813,4.35243039,2119,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,25-34,,All adults
27.05759369,3.558418567,3080,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,25-34,,All adults
24.26491903,6.001359345,961,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,25-34,,All adults
18.40129533,2.848210848,3492,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,35-44,,All adults
31.97319868,6.780794558,1364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,35-44,,All adults
29.94234395,5.095628725,2292,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,35-44,,All adults
26.76330953,7.701083084,928,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,35-44,,All adults
16.283005,2.387292925,4260,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,45-54,,All adults
18.20084401,5.92055792,850,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,45-54,,All adults
21.73164989,4.298593263,1904,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,45-54,,All adults
24.49306949,6.086792892,1054,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,45-54,,All adults
12.28957285,2.037950972,4184,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,55-64,,All adults
26.2027697,11.76449304,550,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,55-64,,All adults
24.14694127,5.877599781,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,55-64,,All adults
22.74336741,5.807225902,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,55-64,,All adults
10.26928019,1.660605317,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,65-74,,All adults
7.817933459,4.058203204,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,65-74,,All adults
15.60019718,4.971006017,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,65-74,,All adults
18.67141122,6.736531781,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,65-74,,All adults
9.06202979,1.750942776,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,75+,,All adults
19.34802511,12.76799954,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,75+,,All adults
9.917531482,4.335977385,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,75+,,All adults
6.938155156,4.034038734,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,75+,,All adults
39.77718575,11.09585532,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,16-24,,Female
55.75037627,12.00645342,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,16-24,,Female
53.30387393,9.763534185,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,16-24,,Female
47.33531838,16.40597599,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,16-24,,Female
17.52406799,1.482590469,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,16+,,Female
35.22065737,4.623721159,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,16+,,Female
30.59512926,3.067535331,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,16+,,Female
24.95994831,3.699926047,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,16+,,Female
25.21316816,4.900352392,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,25-34,,Female
25.92260873,5.524213329,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,25-34,,Female
26.42695227,4.483341587,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,25-34,,Female
27.56555954,7.612427303,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,25-34,,Female
25.74105924,4.875567944,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,35-44,,Female
50.66315526,13.54578592,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,35-44,,Female
39.66119135,8.351101474,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,35-44,,Female
25.64579819,7.829090008,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,35-44,,Female
13.64233948,2.582132973,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,45-54,,Female
9.94080015,5.065717043,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,45-54,,Female
20.44767568,6.008354974,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,45-54,,Female
26.618883,9.032027074,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,45-54,,Female
11.29440756,2.602364718,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,55-64,,Female
6.456196209,4.719003024,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,55-64,,Female
14.22645663,5.200578492,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,55-64,,Female
19.25007282,7.976487988,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,55-64,,Female
10.96169385,2.2413765,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,65-74,,Female
4.759085829,4.759576174,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,65-74,,Female
8.117946109,3.41980946,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,65-74,,Female
9.332325047,4.3219513,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,65-74,,Female
12.41941573,2.751283907,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,75+,,Female
13.61535326,9.891072188,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,75+,,Female
8.400252291,4.804511147,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,75+,,Female
6.830436669,5.49758135,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,75+,,Female
38.54136431,12.04379438,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,16-24,,Male
55.7028269,11.65383006,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,16-24,,Male
46.61328147,9.380660738,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,16-24,,Male
19.99451545,13.48219663,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,16-24,,Male
16.10842856,1.616020798,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,16+,,Male
34.72164278,4.481324587,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,16+,,Male
30.20561247,3.237913134,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,16+,,Male
22.47979579,4.296518007,2454,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,16+,,Male
28.34940344,5.503240902,988,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,25-34,,Male
30.0180933,6.626993116,952,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,25-34,,Male
27.67627658,5.551508777,1265,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,25-34,,Male
20.02202733,9.640239808,313,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,25-34,,Male
10.703685,2.862547882,1610,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,35-44,,Male
16.4164078,5.017152063,684,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,35-44,,Male
20.42470091,5.923717648,1058,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,35-44,,Male
28.17519119,14.3430491,374,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,All personal theft,,35-44,,Male
18.98531826,4.158886641,2031,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,All personal theft,,45-54,,Male
24.44950889,9.62776692,460,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,All personal theft,,45-54,,Male
23.07239017,6.141167824,888,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,All personal theft,,45-54,,Male
