V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of visits to a nightclub last month_codelist,Number of visits to a nightclub last month,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,55-64,,Female
0.326235143,0.118019672,2914,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,65-74,,Female
0.061815576,0.040874462,2864,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,75+,,Female
0,0,2351,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,75+,,Female
1.563041739,0.721584141,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,16-24,,Male
1.922613504,1.899406667,97,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,16-24,,Male
1.48173161,0.406596384,848,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,16-24,,Male
0.801679586,0.324889417,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,16+,,Male
1.61745996,1.365981939,180,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,16+,,Male
0.441506656,0.060835003,15329,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,16+,,Male
0.362272712,0.257437811,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,25-34,,Male
1.360262706,1.36148119,46,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,25-34,,Male
0.630789978,0.19766093,1878,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,25-34,,Male
0,0,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,35-44,,Male
0.300083882,0.093411338,2516,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,35-44,,Male
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,45-54,,Male
0.521826054,0.130143025,2843,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,55-64,,Male
0.101167793,0.059226061,2671,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,65-74,,Male
0.179081763,0.08056011,2682,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with injury,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with injury,,75+,,Male
0,0,1891,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with injury,,75+,,Male
2.49785573,0.717259172,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,16-24,,All adults
5.630459089,1.904554022,167,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,16-24,,All adults
2.72105237,0.408279591,1813,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,16-24,,All adults
1.836159815,0.371096903,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,16+,,All adults
4.860826613,1.46273494,289,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,16+,,All adults
1.181496401,0.071595639,33249,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,16+,,All adults
1.402560145,0.442268946,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,25-34,,All adults
2.789523505,1.625968095,68,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,25-34,,All adults
1.582388467,0.20621148,4555,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,25-34,,All adults
1.585870904,0.771709798,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,35-44,,All adults
3.610388812,3.70866449,12,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,35-44,,All adults
1.206662235,0.14870402,5485,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,35-44,,All adults
0.777639629,0.550155148,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,45-54,,All adults
1.492661497,0.17035453,6023,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,55-64,,All adults
0.721494292,0.11866907,5585,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,65-74,,All adults
0.437667152,0.088070742,5546,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,75+,,All adults
0.140786045,0.055918481,4242,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,75+,,All adults
1.564234476,0.906537045,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,16-24,,Female
2.636854773,1.955742806,70,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,16-24,,Female
1.553209896,0.405300088,965,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,16-24,,Female
1.192971042,0.472085886,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,16+,,Female
2.908808066,1.709901065,109,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,16+,,Female
0.902177189,0.078662077,17920,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,16+,,Female
0.704459826,0.448015034,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,25-34,,Female
7.449082926,5.199413045,22,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,25-34,,Female
1.214041905,0.219097744,2677,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,25-34,,Female
1.082977897,0.876188869,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,35-44,,Female
1.109193952,0.201825767,2969,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,35-44,,Female
1.637060954,1.157359982,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,45-54,,Female
1.147349666,0.212317119,3180,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,55-64,,Female
0.796359892,0.172539034,2914,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,65-74,,Female
0.292854058,0.099299757,2864,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,75+,,Female
0.096925655,0.05725887,2351,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,75+,,Female
3.400055554,1.11459451,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,16-24,,Male
7.825805209,2.954479071,97,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,16-24,,Male
3.870975055,0.691576825,848,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,16-24,,Male
2.400583785,0.56306961,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,16+,,Male
6.070389988,2.10779069,180,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,16+,,Male
1.479157244,0.116838592,15329,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,16+,,Male
1.959505619,0.70990099,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,25-34,,Male
1.360262706,1.36148119,46,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,25-34,,Male
1.972811282,0.355198474,1878,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,25-34,,Male
1.996300169,1.213765268,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,35-44,,Male
1.307046768,0.218663535,2516,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,35-44,,Male
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,45-54,,Male
1.850133166,0.270501441,2843,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,55-64,,Male
0.643461756,0.152403072,2671,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,65-74,,Male
0.593845073,0.144729108,2682,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault,,75+,,Male
0.19835922,0.105096057,1891,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault,,75+,,Male
1.725292061,0.626898006,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,16-24,,All adults
3.770274403,1.401118467,167,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,16-24,,All adults
1.769103766,0.332790685,1813,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,16-24,,All adults
1.391824497,0.329945086,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,16+,,All adults
3.304927301,1.079713576,289,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,16+,,All adults
0.85381904,0.061336531,33249,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,16+,,All adults
1.257577414,0.427237026,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,25-34,,All adults
1.813044373,1.29827452,68,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,25-34,,All adults
1.144602736,0.175258225,4555,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,25-34,,All adults
1.204746825,0.673884949,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,35-44,,All adults
3.610388812,3.70866449,12,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,35-44,,All adults
0.916381518,0.134111799,5485,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,35-44,,All adults
0.777639629,0.550155148,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,45-54,,All adults
1.095353246,0.152473011,6023,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,55-64,,All adults
0.528950419,0.099700582,5585,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,65-74,,All adults
0.344332913,0.081150923,5546,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,75+,,All adults
0.140786045,0.055918481,4242,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,75+,,All adults
0.88327464,0.767485907,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,16-24,,Female
0.861798887,0.862991415,70,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,16-24,,Female
0.98495068,0.33484424,965,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,16-24,,Female
0.744356277,0.398691186,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,16+,,Female
1.031722101,0.786376535,109,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,16+,,Female
0.636454548,0.06678276,17920,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,16+,,Female
0.624049162,0.440681969,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,25-34,,Female
3.289166212,3.272758366,22,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,25-34,,Female
0.927301484,0.200202544,2677,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,25-34,,Female
0.234868028,0.235493095,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,35-44,,Female
0.779996228,0.174703898,2969,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,35-44,,Female
1.637060954,1.157359982,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,45-54,,Female
0.831614905,0.18925814,3180,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,55-64,,Female
0.490893884,0.128064038,2914,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,65-74,,Female
0.231038482,0.0905578,2864,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,75+,,Female
0.096925655,0.05725887,2351,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,75+,,Female
2.538971019,0.988470245,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,16-24,,Male
5.903191705,2.332508633,97,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,16-24,,Male
2.54122453,0.578910927,848,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,16-24,,Male
1.960003852,0.512567662,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,16+,,Male
4.713513175,1.668428994,180,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,16+,,Male
1.085456877,0.101312638,15329,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,16+,,Male
1.763007198,0.681930027,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,25-34,,Male
1.360262706,1.36148119,46,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,25-34,,Male
1.374927587,0.293396451,1878,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,25-34,,Male
1.996300169,1.213765268,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,35-44,,Male
1.056847455,0.20172091,2516,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,35-44,,Male
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,45-54,,Male
1.368378888,0.241565047,2843,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,55-64,,Male
0.568616807,0.142944486,2671,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,65-74,,Male
0.466518609,0.132858932,2682,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Common assault with no injury,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Common assault with no injury,,75+,,Male
0.19835922,0.105096057,1891,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Common assault with no injury,,75+,,Male
0.396908015,0.279885381,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Domestic violence,,16-24,,All adults
0.566968469,0.56614102,167,Quarter,2017 Q1,K04000001,,,4+ times,,Prevalence rate,,Domestic violence,,16-24,,All adults
0.688315634,0.200433866,1813,Quarter,2017 Q1,K04000001,,,None,,Prevalence rate,,Domestic violence,,16-24,,All adults
0.472018147,0.160727578,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Prevalence rate,,Domestic violence,,16+,,All adults
